# example data base
# beta decay information from ENSDF and other sources
# P. Huber, 2021
# Format:
# ZAI
# branching fraction
# end point (MeV)
# forbideness (0=allowed, 1 first forbidden, negative values non-unique forbidden)

10	1.	0.782	0
10030	1.	0.019	0
20060	0.01	3.508	0
20080	0.7186	9.671	0
20080	0.1369	7.571	0
20080	0.1369	5.501	0
20080	0.0077	0.981	0
30080	1.	12.975	0
30090	0.492	13.607	0
30090	0.297	11.177	0
30090	0.158	10.827	0
30090	0.015	5.667	0
30090	0.011	2.325	-2
30090	0.027	1.797	0
30110	0.029	10.032	0
30110	0.003	2.122	0
40100	1.	0.556	2
40110	0.5468	11.506	-1
40110	0.3139	9.381	-1
40110	0.0005	7.061	1
40110	0.0028	6.486	-1
40110	0.0647	4.714	0
40110	0.0003	4.22	-2
40110	0.04	3.528	0
40110	0.031	1.63	0
40120	1.	11.708	0
40140	0.006	16.29	0
40140	0.006	15.55	0
40140	0.91	15.01	0
50120	0.9719	13.369	0
50120	0.0123	8.93	0
50120	0.015	5.715	0
50120	0.0008	3.069	0
50130	0.9085	13.437	0
50130	0.0069	10.348	-1
50130	0.075	9.753	0
50130	0.0069	9.583	-1
50130	0.0009	5.89	0
50130	0.0016	4.577	0
50130	0.0002	3.54	0
50140	0.0476	20.644	1
50140	0.781	14.55	0
50140	0.0667	13.916	0
50140	0.1048	13.303	0
50170	0.17	22.740000000000002	-1
50170	0.027999999999999997	22.523	-1
50170	0.021	22.409	-1
50170	0.33	20.03	0
50170	0.2	18.81	0
50170	0.015	18.69	0
50170	0.009000000000000001	17.96	0
50170	0.04	16.66	0
50190	0.718	26.779	0
50190	0.16	22.597	0
60140	1.	0.156	0
60150	0.3676	9.772	-1
60150	0.6314	4.473	0
60150	0.	3.448	-1
60150	0.0001	2.471	0
60150	0.0004	1.459	0
60150	0.0001	1.2	0
60150	0.0003	0.722	0
60160	0.0066	7.892	-1
60160	0.0049	7.714	-3
60160	0.001	7.615	-1
60160	0.8334	4.659	0
60160	0.154	3.692	0
60170	0.14	11.786	0
60170	0.27	11.31	0
60170	0.14	11.253	0
60170	0.13	10.634	0
60180	0.01	11.219	1
60180	0.09	10.072	0
60180	0.72	9.193	0
60200	0.35000000000000003	15.74	1
60200	0.65	15.74	0
70160	0.2798	10.419	1
70160	0.0001	4.37	1
70160	0.6615	4.289	0
70160	0.048	3.302	0
70160	0.0106	1.547	0
70160	0.	0.834	0
70170	0.0158	8.68	1
70170	0.0297	7.809	-1
70170	0.0034	5.625	0
70170	0.0001	4.837	-2
70170	0.3762	4.126	0
70170	0.0059	3.595	-1
70170	0.496	3.301	0
70170	0.0023	2.947	-2
70170	0.0015	2.811	-1
70170	0.0683	2.741	0
70170	0.0008	2.324	-1
70180	0.034	11.917	-1
70180	0.005	10.345	-3
70180	0.003	10.265	0
70180	0.004	9.979	-1
70180	0.472	9.443	0
70180	0.004	8.801	-2
70180	0.027	8.369	0
70180	0.012	7.701	0
70180	0.019	7.549	0
70180	0.128	7.019	0
70180	0.068	6.279	0
70180	0.043	6.128	0
70180	0.018	5.859	0
70180	0.036	4.899	0
70180	0.0016	4.809	0
70180	0.0039	4.629	0
70180	0.0047	4.429	0
70180	0.0014	4.209	0
70180	0.0017	3.989	0
70180	0.0016	3.659	0
70180	0.0043	3.249	0
70180	0.0013	2.909	0
70180	0.0019	2.409	0
70190	0.075	12.523	0
70190	0.016	11.050799999999999	0
70190	0.081	9.2873	0
70190	0.41000000000000003	8.5754	0
70190	0.10400000000000001	8.0906	0
70190	0.040999999999999995	6.1198999999999995	0
70190	0.17300000000000001	5.4722	0
70190	0.067	3.7822	0
70190	0.012	1.951	0
70200	0.033	17.97	1
70200	0.30100000000000005	16.2964	-1
70200	0.015	14.398	1
70200	0.059000000000000004	13.8989	-1
70200	0.013999999999999999	13.5166	1
70200	0.028999999999999998	12.585799999999999	1
70200	0.043	11.4155	-1
70200	0.077	10.4015	0
70200	0.076	9.11	0
70200	0.052000000000000005	8.946	0
70200	0.149	8.086	0
70200	0.044000000000000004	7.383	0
70200	0.043	7.1290000000000004	0
70200	0.025	5.449	0
70200	0.045	5.013	0
70210	0.0002	17.19	1
70210	0.035	15.968	-1
70210	0.063	11.05	0
70210	0.084	10.39	0
70210	0.045	10.28	0
70210	0.069	8.17	0
70210	0.099	8.15	0
70220	0.316	22.76	-1
70220	0.15	19.562	1
70220	0.07	18.176000000000002	-3
70220	0.02	16.249	1
70220	0.12	15.111	0
70220	0.13	13.977	0
70220	0.066	12.206	0
70220	0.096	9.462	0
80190	0.0385	4.82	-2
80190	0.0005	4.71	1
80190	0.4366	4.622	0
80190	0.0002	3.474	-1
80190	0.0001	3.361	-1
80190	0.5231	3.266	0
80190	0.	2.04	-2
80190	0.0001	0.911	0
80190	0.	0.821	-1
80190	0.	0.787	1
80190	0.0009	0.442	0
80190	0.	0.27	0
80200	0.9997	2.757	0
80200	0.0003	0.326	0
80210	0.3705	6.38	0
80210	0.0448	6.355	0
80210	0.1225	4.65	0
80210	0.2948	4.592	0
80210	0.01	4.471	0
80210	0.1046	3.538	0
80210	0.0528	3.526	0
80220	0.3	4.862	0
80220	0.49	3.918	0
80240	0.4	9.569	0
90200	0.	7.025	-2
90200	0.9999	5.391	0
90200	0.0001	2.058	-1
90210	0.096	5.684	0
90210	0.741	5.333	0
90210	0.161	3.938	0
90210	0.	1.949	0
90210	0.	1.799	-1
90210	0.0004	1.158	0
90210	0.0008	1.	0
90220	0.017	9.543	-2
90220	0.031	7.46	0
90220	0.539	5.5	0
90220	0.164	5.177	0
90220	0.07	4.67	0
90220	0.0149	3.477	0
90220	0.087	3.48	0
90230	0.2806	8.48	0
90230	0.0299	7.463	0
90230	0.0253	6.778	0
90230	0.0935	6.657	0
90230	0.0627	6.165	0
90230	0.0309	5.963	0
90230	0.0075	5.259	-1
90230	0.1431	5.048	0
90230	0.2245	4.649	0
90230	0.0075	4.644	-1
90230	0.0945	4.044	0
90240	1.	12.718	0
90250	0.53	13.33	0
90250	0.2	11.627	0
90250	0.167	9.439	0
90250	0.017	9.237	0
90260	0.22	17.86	0
90260	0.49	15.842	0
90260	0.187	14.169	0
100230	0.6691	4.376	0
100230	0.3196	3.936	0
100230	0.0107	2.3	0
100230	0.0006	1.394	0
100240	0.92	1.998	0
100240	0.08	1.123	0
100250	0.1666	7.3	0
100250	0.6399	7.21	0
100250	0.16	6.231	0
100250	0.0192	5.098	0
100250	0.01	3.613	0
100250	0.0043	3.011	0
100260	0.927	7.247	0
100260	0.073	7.096	0
100270	0.595	12.55	0
