E,Ne,dNe
3800.000000000002, 0.20801461201046142, 0.004674870810163293
3850.0000000000023, 0.1982116093286004, 0.004549922472013596
3900.0000000000023, 0.18877750045843184, 0.004417648075250995
3950.000000000002, 0.17969979088502683, 0.0043087544005329355
4000.000000000002, 0.17099730322904247, 0.00418541250913548
4050.0000000000023, 0.16268090501557791, 0.004081140207909511
4100.000000000003, 0.15469426845778653, 0.003968207796398067
4150.000000000002, 0.14705694349300466, 0.0038619953827010054
4200.000000000003, 0.1397794309430435, 0.0037622141612657233
4250.000000000003, 0.13286955887654894, 0.0036620433047749785
4300.000000000003, 0.1263000877729084, 0.0035554097348942898
4350.000000000003, 0.12008300404414587, 0.0034663727501017816
4400.000000000002, 0.11422861556604383, 0.0033711973009184736
4450.000000000003, 0.10876940260299128, 0.0032775875735583477
4500.000000000003, 0.10365461357695398, 0.003184606255055382
4550.000000000003, 0.09882446424270401, 0.0030988795918959716
4600.000000000004, 0.09423040422347886, 0.003019108096374148
4650.000000000003, 0.08983959133090402, 0.002937429898297247
4700.000000000003, 0.08560868129569028, 0.0028538341481846945
4750.000000000003, 0.08154438382374382, 0.0027686665344445966
4800.000000000003, 0.0776323633941423, 0.002697027815757773
4850.000000000004, 0.07387942304351905, 0.0026204632227118936
4900.000000000003, 0.0702855097111461, 0.0025498228652905013
4950.000000000003, 0.06685785401121737, 0.0024805286439930755
5000.000000000004, 0.06357396844564535, 0.002408928133109292
5050.000000000004, 0.06041890683829043, 0.0023504669708336898
5100.000000000004, 0.057398362303047006, 0.002275569413150854
5150.000000000003, 0.054512649891679255, 0.0022115937894330567
5200.000000000003, 0.05176705370599964, 0.002150518816800578
5250.000000000004, 0.04914405877446526, 0.002087628664996153
5300.000000000004, 0.0466471622079491, 0.002022839507158452
5350.000000000004, 0.0442690970136956, 0.00196749979180101
5400.000000000004, 0.041988370017371726, 0.0019052154398030382
5450.000000000004, 0.039806011304534566, 0.0018471737226281551
5500.000000000004, 0.037719322739003386, 0.0017840240015335634
5550.000000000004, 0.03571692844860161, 0.0017314691429330877
5600.000000000004, 0.03379716492261921, 0.0016695656223619066
5650.000000000004, 0.031960614899240535, 0.0016153302686254848
5700.000000000004, 0.030206992128222067, 0.001559620193036878
5750.000000000004, 0.028538625857569107, 0.0015039787698191984
5800.000000000005, 0.02695480296501594, 0.0014542315088803327
5850.000000000004, 0.02545100267715321, 0.0013951217676559896
5900.000000000004, 0.024036266141732876, 0.0013392371487874336
5950.000000000004, 0.022690866820936108, 0.0012874311519410111
6000.000000000004, 0.021413294655893013, 0.0012376332869046928
6050.000000000005, 0.02019994392246827, 0.0011913182984965665
6100.000000000004, 0.019056590704409487, 0.0011371015340496432
6150.000000000004, 0.01796956364434777, 0.0010885023551245477
6200.000000000005, 0.016932906536881984, 0.0010424110580495502
6250.000000000005, 0.015943722222737572, 0.0009973212787964627
6300.000000000005, 0.014997809920876936, 0.0009504283111823157
6350.000000000004, 0.014088705929558982, 0.0009056672973630682
6400.000000000004, 0.013217615157758773, 0.000864482339513239
6450.000000000005, 0.012381377232911512, 0.0008193753956324442
6500.000000000005, 0.011579198205460637, 0.0007793039129159065
6550.000000000005, 0.010811249705571, 0.0007413970260169016
6600.000000000005, 0.010081002040068949, 0.0007032297478357821
6650.000000000005, 0.009383256432257176, 0.0006680599204303172
6700.000000000005, 0.008718200396648052, 0.0006315658767565967
6750.000000000005, 0.008085677225296095, 0.0005978980538629298
6800.000000000005, 0.007486908666819087, 0.0005644452193276154
6850.000000000005, 0.006920916428526149, 0.000534215757105525
6900.000000000005, 0.006387890206898453, 0.0005035731122002695
6950.000000000005, 0.005888777955478256, 0.0004748102353449173
7000.0000000000055, 0.005423668342730007, 0.00044732127203645373
7050.0000000000055, 0.004992061625907734, 0.00042069186139360537
7100.000000000005, 0.004597172083722098, 0.0003947804933959146
7150.000000000005, 0.004230641749710407, 0.00037046880611617744
7200.000000000005, 0.003887954755343693, 0.0003470506510394056
7250.0000000000055, 0.0035689227403030576, 0.0003239489870962785
7300.0000000000055, 0.0032716925311430437, 0.00030147138597354207
7350.000000000005, 0.002998204827601038, 0.00028032348298020007
7400.0000000000055, 0.002743877341816559, 0.0002598715722714079
7450.0000000000055, 0.002506029291547415, 0.00024061268056767298
7500.0000000000055, 0.0022836513888823216, 0.0002222284621327534
7550.0000000000055, 0.0020737441488268564, 0.00020418823439789796
7600.000000000005, 0.0018764250688578885, 0.00018786669258146664
7650.0000000000055, 0.0016922977814004877, 0.00017243991547065288
7700.0000000000055, 0.00152073707583979, 0.00015789708386795985
7750.0000000000055, 0.0013618478513937747, 0.00014465926298056538
7800.000000000006, 0.0012159992772582712, 0.00013231778282367794
7850.0000000000055, 0.0010833610950187244, 0.00012111811139731581
7900.0000000000055, 0.0009643227639565269, 0.00011103215953084118
7950.0000000000055, 0.0008586304050016365, 0.00010212622392983552
8000.0000000000055, 0.0007668228751395504, 9.413287956015932e-05
8050.000000000006, 0.0006888457846849237, 8.716487294660401e-05
8100.000000000005, 0.0006248525561535073, 8.094505202407699e-05
8150.0000000000055, 0.0005712149710692091, 7.565661467172126e-05
8200.000000000007, 0.0005222550767446467, 7.097268557192721e-05
8250.000000000007, 0.00047788631782894015, 6.687977834021897e-05
8300.000000000005, 0.00043766424437413924, 6.312775578627232e-05
8350.000000000005, 0.0004014904023892484, 5.97618016132326e-05
8400.000000000005, 0.000368651621895007, 5.666642790636904e-05
8450.000000000007, 0.00033907731377742474, 5.3776856529135346e-05
8500.000000000007, 0.00031260363424085407, 5.103504416178651e-05
8550.000000000005, 0.0002879899014078927, 4.84376415511015e-05
8600.000000000007, 0.00026504507079288517, 4.597937024552841e-05
8650.000000000005, 0.00024375957951793965, 4.365526594169002e-05
8700.000000000007, 0.00022409832142980665, 4.145181813514668e-05
8750.000000000007, 0.00020610127436462137, 3.935568716284295e-05
8800.000000000005, 0.0001896938245211892, 3.736085619695843e-05
8850.000000000007, 0.00017496175483147798, 3.5456986122587356e-05
8900.000000000005, 0.00016186597947532658, 3.363244158604371e-05
8950.000000000007, 0.0001501121399194984, 3.187706151126224e-05
9000.000000000007, 0.00013994309812118014, 3.0186153527961393e-05
9050.000000000007, 0.00013048539215365063, 2.855581461487949e-05
9100.000000000007, 0.00012154534151297894, 2.6979694898247533e-05
